monthly_pay_period_number,mqy-end_flag,pay_date,pay_date_sequence,pay_group_code,pay_group,pay_period_id,period_closed,period_end_date,period_start_date,period_type_code,period_type
0,None,2019-12-20 00:00:00,4,HOURLY,Hourly BiWeekly,1840,Y,2019-12-20 00:00:00,2019-12-20 00:00:00,S,Supp
0,None,2019-12-20 00:00:00,3,SALARY,Salaried Biweekly,1838,Y,2019-12-20 00:00:00,2019-12-20 00:00:00,S,Supp
0,None,2019-12-20 00:00:00,3,HOURLY,Hourly BiWeekly,1837,Y,2019-12-20 00:00:00,2019-12-20 00:00:00,S,Supp
0,None,2019-12-20 00:00:00,3,DOCTOR,Doctor BiWeekly,1842,Y,2019-12-20 00:00:00,2019-12-20 00:00:00,S,Supp
0,None,2019-12-20 00:00:00,2,SALARY,Salaried Biweekly,1836,Y,2019-12-20 00:00:00,2019-12-20 00:00:00,S,Supp
0,None,2019-12-20 00:00:00,2,HOURLY,Hourly BiWeekly,1835,Y,2019-12-20 00:00:00,2019-12-20 00:00:00,S,Supp
0,None,2019-12-20 00:00:00,2,DOCTOR,Doctor BiWeekly,1818,Y,2019-12-20 00:00:00,2019-12-20 00:00:00,S,Supp
0,None,2019-12-18 00:00:00,2,SALARY,Salaried Biweekly,1834,Y,2019-12-18 00:00:00,2019-12-18 00:00:00,S,Supp
0,None,2019-12-18 00:00:00,2,HOURLY,Hourly BiWeekly,1833,Y,2019-12-18 00:00:00,2019-12-18 00:00:00,S,Supp
0,None,2019-12-17 00:00:00,2,SALARY,Salaried Biweekly,1832,Y,2019-12-17 00:00:00,2019-12-17 00:00:00,S,Supp
0,None,2019-12-17 00:00:00,2,HOURLY,Hourly BiWeekly,1831,Y,2019-12-17 00:00:00,2019-12-17 00:00:00,S,Supp
0,None,2019-12-14 00:00:00,2,SALARY,Salaried Biweekly,1830,Y,2019-12-14 00:00:00,2019-12-14 00:00:00,S,Supp
0,None,2019-12-14 00:00:00,2,HOURLY,Hourly BiWeekly,1829,Y,2019-12-14 00:00:00,2019-12-14 00:00:00,S,Supp
0,None,2019-12-13 00:00:00,2,SALARY,Salaried Biweekly,1828,Y,2019-12-13 00:00:00,2019-12-13 00:00:00,S,Supp
0,None,2019-12-13 00:00:00,2,HOURLY,Hourly BiWeekly,1826,Y,2019-12-13 00:00:00,2019-12-13 00:00:00,S,Supp
0,None,2019-12-12 00:00:00,2,SALARY,Salaried Biweekly,1825,Y,2019-12-12 00:00:00,2019-12-12 00:00:00,S,Supp
0,None,2019-12-12 00:00:00,2,HOURLY,Hourly BiWeekly,1824,Y,2019-12-12 00:00:00,2019-12-12 00:00:00,S,Supp
0,None,2019-12-11 00:00:00,2,SALARY,Salaried Biweekly,1823,Y,2019-12-11 00:00:00,2019-12-11 00:00:00,S,Supp
0,None,2019-12-11 00:00:00,2,HOURLY,Hourly BiWeekly,1821,Y,2019-12-11 00:00:00,2019-12-11 00:00:00,S,Supp
0,None,2019-12-10 00:00:00,2,SALARY,Salaried Biweekly,1820,N,2019-12-10 00:00:00,2019-12-10 00:00:00,S,Supp
0,None,2019-12-10 00:00:00,2,HOURLY,Hourly BiWeekly,1819,Y,2019-12-10 00:00:00,2019-12-10 00:00:00,S,Supp
0,None,2019-12-10 00:00:00,2,DOCTOR,Doctor BiWeekly,1822,Y,2019-12-10 00:00:00,2019-12-10 00:00:00,S,Supp
0,None,2019-12-06 00:00:00,2,SALARY,Salaried Biweekly,1817,Y,2019-12-06 00:00:00,2019-12-06 00:00:00,S,Supp
0,None,2019-12-06 00:00:00,2,HOURLY,Hourly BiWeekly,1816,Y,2019-12-06 00:00:00,2019-12-06 00:00:00,S,Supp
0,None,2019-12-05 00:00:00,2,SALARY,Salaried Biweekly,1815,Y,2019-12-05 00:00:00,2019-12-05 00:00:00,S,Supp
0,None,2019-12-05 00:00:00,2,HOURLY,Hourly BiWeekly,1814,Y,2019-12-05 00:00:00,2019-12-05 00:00:00,S,Supp
0,None,2019-12-02 00:00:00,2,SALARY,Salaried Biweekly,1812,Y,2019-12-02 00:00:00,2019-12-02 00:00:00,S,Supp
0,None,2019-12-02 00:00:00,2,HOURLY,Hourly BiWeekly,1811,Y,2019-12-02 00:00:00,2019-12-02 00:00:00,S,Supp
0,None,2019-11-22 00:00:00,3,HOURLY,Hourly BiWeekly,1719,Y,2019-11-22 00:00:00,2019-11-22 00:00:00,S,Supp
0,None,2019-11-22 00:00:00,2,SALARY,Salaried Biweekly,1718,Y,2019-11-22 00:00:00,2019-11-22 00:00:00,S,Supp
0,None,2019-11-22 00:00:00,2,HOURLY,Hourly BiWeekly,1717,Y,2019-11-22 00:00:00,2019-11-22 00:00:00,S,Supp
0,None,2019-06-06 00:00:00,2,HOURLY,Hourly BiWeekly,1714,Y,2019-06-03 00:00:00,2019-06-03 00:00:00,S,Supp
0,None,2018-12-31 00:00:00,2,DOCTM,Doctor Monthly,1711,Y,2018-12-31 00:00:00,2018-12-31 00:00:00,S,Supp
0,None,2018-12-21 00:00:00,2,DOCTOR,Doctor BiWeekly,1672,Y,2018-12-21 00:00:00,2018-12-21 00:00:00,S,Supp
0,None,2018-12-20 00:00:00,2,SALARY,Salaried Biweekly,1695,Y,2018-12-20 00:00:00,2018-12-20 00:00:00,S,Supp
0,None,2018-12-20 00:00:00,2,HOURLY,Hourly BiWeekly,1691,Y,2018-12-20 00:00:00,2018-12-20 00:00:00,S,Supp
0,None,2018-12-19 00:00:00,2,SALARY,Salaried Biweekly,1693,Y,2018-12-19 00:00:00,2018-12-19 00:00:00,S,Supp
0,None,2018-12-19 00:00:00,2,HOURLY,Hourly BiWeekly,1690,Y,2018-12-19 00:00:00,2018-12-19 00:00:00,S,Supp
0,None,2018-12-18 00:00:00,2,SALARY,Salaried Biweekly,1694,Y,2018-12-18 00:00:00,2018-12-18 00:00:00,S,Supp
0,None,2018-12-18 00:00:00,2,HOURLY,Hourly BiWeekly,1689,Y,2018-12-18 00:00:00,2018-12-18 00:00:00,S,Supp
0,None,2018-12-15 00:00:00,2,SALARY,Salaried Biweekly,1692,Y,2018-12-15 00:00:00,2018-12-15 00:00:00,S,Supp
0,None,2018-12-15 00:00:00,2,HOURLY,Hourly BiWeekly,1688,Y,2018-12-15 00:00:00,2018-12-15 00:00:00,S,Supp
0,None,2018-12-13 00:00:00,2,SALARY,Salaried Biweekly,1687,Y,2018-12-13 00:00:00,2018-12-13 00:00:00,S,Supp
0,None,2018-12-13 00:00:00,2,HOURLY,Hourly BiWeekly,1686,Y,2018-12-13 00:00:00,2018-12-13 00:00:00,S,Supp
0,None,2018-12-12 00:00:00,2,SALARY,Salaried Biweekly,1684,Y,2018-12-12 00:00:00,2018-12-12 00:00:00,S,Supp
0,None,2018-12-12 00:00:00,2,HOURLY,Hourly BiWeekly,1682,Y,2018-12-12 00:00:00,2018-12-12 00:00:00,S,Supp
0,None,2018-12-11 00:00:00,2,SALARY,Salaried Biweekly,1683,N,2018-12-11 00:00:00,2018-12-11 00:00:00,S,Supp
0,None,2018-12-11 00:00:00,2,HOURLY,Hourly BiWeekly,1681,Y,2018-12-11 00:00:00,2018-12-11 00:00:00,S,Supp
0,None,2018-12-07 00:00:00,2,SALARY,Salaried Biweekly,1680,Y,2018-12-07 00:00:00,2018-12-07 00:00:00,S,Supp
0,None,2018-12-07 00:00:00,2,HOURLY,Hourly BiWeekly,1679,Y,2018-12-07 00:00:00,2018-12-07 00:00:00,S,Supp
0,None,2018-12-06 00:00:00,2,SALARY,Salaried Biweekly,1678,Y,2018-12-06 00:00:00,2018-12-06 00:00:00,S,Supp
0,None,2018-12-06 00:00:00,2,HOURLY,Hourly BiWeekly,1677,Y,2018-12-06 00:00:00,2018-12-06 00:00:00,S,Supp
0,None,2018-12-01 00:00:00,2,SALARY,Salaried Biweekly,1676,Y,2018-12-01 00:00:00,2018-12-01 00:00:00,S,Supp
0,None,2018-12-01 00:00:00,2,HOURLY,Hourly BiWeekly,1675,Y,2018-12-01 00:00:00,2018-12-01 00:00:00,S,Supp
0,None,2018-11-29 00:00:00,2,SALARY,Salaried Biweekly,1674,Y,2018-11-29 00:00:00,2018-11-29 00:00:00,S,Supp
0,None,2018-11-29 00:00:00,2,HOURLY,Hourly BiWeekly,1673,Y,2018-11-29 00:00:00,2018-11-29 00:00:00,S,Supp
0,None,2017-12-30 00:00:00,2,DOCTOR,Doctor BiWeekly,1579,Y,2017-12-30 00:00:00,2017-12-30 00:00:00,S,Supp
0,None,2017-12-29 00:00:00,2,DOCTOR,Doctor BiWeekly,1576,Y,2017-12-29 00:00:00,2017-12-29 00:00:00,S,Supp
0,None,2017-12-26 00:00:00,2,SALARY,Salaried Biweekly,1575,Y,2017-12-26 00:00:00,2017-12-26 00:00:00,S,Supp
0,None,2017-12-26 00:00:00,2,HOURLY,Hourly BiWeekly,1574,Y,2017-12-26 00:00:00,2017-12-26 00:00:00,S,Supp
0,None,2017-12-22 00:00:00,2,DOCTOR,Doctor BiWeekly,1483,Y,2017-12-22 00:00:00,2017-12-22 00:00:00,S,Supp
0,None,2017-12-20 00:00:00,2,SALARY,Salaried Biweekly,1572,Y,2017-12-20 00:00:00,2017-12-20 00:00:00,S,Supp
0,None,2017-12-20 00:00:00,2,HOURLY,Hourly BiWeekly,1573,Y,2017-12-20 00:00:00,2017-12-20 00:00:00,S,Supp
0,None,2017-12-17 00:00:00,2,SALARY,Salaried Biweekly,1517,Y,2017-12-17 00:00:00,2017-12-17 00:00:00,S,Supp
0,None,2017-12-17 00:00:00,2,HOURLY,Hourly BiWeekly,1516,Y,2017-12-17 00:00:00,2017-12-17 00:00:00,S,Supp
0,None,2017-12-17 00:00:00,2,DOCTOR,Doctor BiWeekly,1518,Y,2017-12-17 00:00:00,2017-12-17 00:00:00,S,Supp
0,None,2017-12-15 00:00:00,2,SALARY,Salaried Biweekly,1489,Y,2017-12-15 00:00:00,2017-12-15 00:00:00,S,Supp
0,None,2017-12-15 00:00:00,2,HOURLY,Hourly BiWeekly,1488,Y,2017-12-15 00:00:00,2017-12-15 00:00:00,S,Supp
0,None,2017-12-07 00:00:00,2,SALARY,Salaried Biweekly,1487,Y,2017-12-07 00:00:00,2017-12-07 00:00:00,S,Supp
0,None,2017-12-07 00:00:00,2,HOURLY,Hourly BiWeekly,1486,Y,2017-12-07 00:00:00,2017-12-07 00:00:00,S,Supp
0,None,2017-12-01 00:00:00,2,SALARY,Salaried Biweekly,1485,Y,2017-12-01 00:00:00,2017-12-01 00:00:00,S,Supp
0,None,2017-12-01 00:00:00,2,HOURLY,Hourly BiWeekly,1484,Y,2017-12-01 00:00:00,2017-12-01 00:00:00,S,Supp
0,None,2017-06-16 00:00:00,2,DOCTM,Doctor Monthly,1482,Y,2017-06-30 00:00:00,2017-06-01 00:00:00,S,Supp
0,None,2017-02-28 00:00:00,2,DOCTM,Doctor Monthly,1481,Y,2017-02-28 00:00:00,2017-02-28 00:00:00,S,Supp
0,None,2016-12-30 00:00:00,3,DOCTM,Doctor Monthly,1475,Y,2016-12-30 00:00:00,2016-12-30 00:00:00,S,Supp
0,None,2016-12-30 00:00:00,2,SALARY,Salaried Biweekly,1476,Y,2016-12-30 00:00:00,2016-12-30 00:00:00,S,Supp
0,None,2016-12-30 00:00:00,2,HOURLY,Hourly BiWeekly,1477,Y,2016-12-30 00:00:00,2016-12-30 00:00:00,S,Supp
0,None,2016-12-30 00:00:00,2,DOCTM,Doctor Monthly,1282,Y,2016-12-31 00:00:00,2016-12-01 00:00:00,S,Supp
0,None,2016-12-19 00:00:00,2,SALARY,Salaried Biweekly,1474,Y,2016-12-19 00:00:00,2016-12-19 00:00:00,S,Supp
0,None,2016-12-19 00:00:00,2,HOURLY,Hourly BiWeekly,1473,Y,2016-12-19 00:00:00,2016-12-19 00:00:00,S,Supp
0,None,2016-12-08 00:00:00,2,SALARY,Salaried Biweekly,1471,Y,2016-12-08 00:00:00,2016-12-08 00:00:00,S,Supp
0,None,2016-12-08 00:00:00,2,HOURLY,Hourly BiWeekly,1470,Y,2016-12-08 00:00:00,2016-12-08 00:00:00,S,Supp
0,None,2016-12-08 00:00:00,2,DOCTM,Doctor Monthly,1472,Y,2016-12-08 00:00:00,2016-12-08 00:00:00,S,Supp
0,None,2015-12-31 00:00:00,3,DOCTM,Doctor Monthly,1377,Y,2015-12-31 00:00:00,2015-12-31 00:00:00,S,Supp
0,None,2015-12-31 00:00:00,2,DOCTM,Doctor Monthly,1281,Y,2015-12-31 00:00:00,2015-12-01 00:00:00,S,Supp
0,None,2015-12-30 00:00:00,2,SALARY,Salaried Biweekly,1376,Y,2015-12-30 00:00:00,2015-12-30 00:00:00,S,Supp
0,None,2015-12-30 00:00:00,2,HOURLY,Hourly BiWeekly,1375,Y,2015-12-30 00:00:00,2015-12-30 00:00:00,S,Supp
0,None,2015-12-30 00:00:00,2,DOCTOR,Doctor BiWeekly,1374,Y,2015-12-30 00:00:00,2015-12-30 00:00:00,S,Supp
0,None,2015-12-30 00:00:00,2,DOCTM,Doctor Monthly,1373,Y,2015-12-30 00:00:00,2015-12-30 00:00:00,S,Supp
0,None,2015-12-22 00:00:00,2,DOCTOR,Doctor BiWeekly,1372,Y,2015-12-22 00:00:00,2015-12-22 00:00:00,S,Supp
0,None,2015-12-20 00:00:00,2,SALARY,Salaried Biweekly,1370,Y,2015-12-20 00:00:00,2015-12-20 00:00:00,S,Supp
0,None,2015-12-20 00:00:00,2,HOURLY,Hourly BiWeekly,1369,Y,2015-12-20 00:00:00,2015-12-20 00:00:00,S,Supp
0,None,2015-12-20 00:00:00,2,DOCTOR,Doctor BiWeekly,1368,Y,2015-12-20 00:00:00,2015-12-20 00:00:00,S,Supp
0,None,2015-12-20 00:00:00,2,DOCTM,Doctor Monthly,1367,Y,2015-12-20 00:00:00,2015-12-20 00:00:00,S,Supp
0,None,2015-12-19 00:00:00,2,DOCTOR,Doctor BiWeekly,1366,Y,2015-12-19 00:00:00,2015-12-19 00:00:00,S,Supp
0,None,2015-12-17 00:00:00,2,SALARY,Salaried Biweekly,1365,Y,2015-12-17 00:00:00,2015-12-17 00:00:00,S,Supp
0,None,2015-12-17 00:00:00,2,HOURLY,Hourly BiWeekly,1364,Y,2015-12-17 00:00:00,2015-12-17 00:00:00,S,Supp
0,None,2015-12-09 00:00:00,2,SALARY,Salaried Biweekly,1363,Y,2015-12-02 00:00:00,2015-12-02 00:00:00,S,Supp
0,None,2015-12-09 00:00:00,2,HOURLY,Hourly BiWeekly,1362,Y,2015-12-02 00:00:00,2015-12-02 00:00:00,S,Supp
0,None,2015-03-13 00:00:00,2,DOCTM,Doctor Monthly,1267,Y,2015-03-10 00:00:00,2015-03-10 00:00:00,S,Supp
0,None,2015-01-30 00:00:00,2,DOCTM,Doctor Monthly,1266,Y,2015-01-24 00:00:00,2015-01-11 00:00:00,S,Supp
0,None,2014-12-31 00:00:00,2,DOCTM,Doctor Monthly,1264,Y,2014-12-29 00:00:00,2014-12-29 00:00:00,S,Supp
0,None,2014-12-30 00:00:00,2,DOCTM,Doctor Monthly,1260,Y,2014-12-30 00:00:00,2014-12-30 00:00:00,S,Supp
0,None,2014-12-22 00:00:00,2,DOCTOR,Doctor BiWeekly,1261,Y,2014-12-22 00:00:00,2014-12-22 00:00:00,S,Supp
0,None,2014-12-19 00:00:00,3,DOCTM,Doctor Monthly,1256,Y,2014-12-19 00:00:00,2014-12-19 00:00:00,S,Supp
0,None,2014-12-19 00:00:00,2,SALARY,Salaried Biweekly,1254,Y,2014-12-19 00:00:00,2014-12-19 00:00:00,S,Supp
0,None,2014-12-19 00:00:00,2,HOURLY,Hourly BiWeekly,1253,Y,2014-12-19 00:00:00,2014-12-19 00:00:00,S,Supp
0,None,2014-12-19 00:00:00,2,DOCTOR,Doctor BiWeekly,1257,Y,2014-12-19 00:00:00,2014-12-19 00:00:00,S,Supp
0,None,2014-12-12 00:00:00,3,SALARY,Salaried Biweekly,1157,Y,2014-12-12 00:00:00,2014-12-09 00:00:00,S,Supp
0,None,2014-12-12 00:00:00,3,HOURLY,Hourly BiWeekly,1156,Y,2014-12-12 00:00:00,2014-12-09 00:00:00,S,Supp
0,None,2014-12-12 00:00:00,2,SALARY,Salaried Biweekly,1155,Y,2014-12-12 00:00:00,2014-12-08 00:00:00,S,Supp
0,None,2014-12-12 00:00:00,2,HOURLY,Hourly BiWeekly,1154,Y,2014-12-12 00:00:00,2014-12-08 00:00:00,S,Supp
0,None,2014-12-05 00:00:00,2,SALARY,Salaried Biweekly,1153,Y,2014-12-05 00:00:00,2014-12-05 00:00:00,S,Supp
0,None,2014-12-05 00:00:00,2,HOURLY,Hourly BiWeekly,1152,Y,2014-12-05 00:00:00,2014-12-05 00:00:00,S,Supp
0,None,2014-03-07 00:00:00,2,DOCTOR,Doctor BiWeekly,1149,Y,2014-03-07 00:00:00,2014-03-05 00:00:00,S,Supp
0,None,2014-03-07 00:00:00,2,DOCTM,Doctor Monthly,1148,Y,2014-03-07 00:00:00,2014-03-05 00:00:00,S,Supp
0,None,2014-01-31 00:00:00,2,DOCTM,Doctor Monthly,1147,Y,2014-01-31 00:00:00,2014-01-29 00:00:00,S,Supp
0,None,2014-01-17 00:00:00,2,DOCTOR,Doctor BiWeekly,1145,Y,2014-01-17 00:00:00,2014-01-17 00:00:00,S,Supp
0,None,2014-01-17 00:00:00,2,DOCTM,Doctor Monthly,1146,Y,2014-01-17 00:00:00,2014-01-17 00:00:00,S,Supp
0,None,2013-12-31 00:00:00,3,DOCTM,Doctor Monthly,1142,Y,2013-12-31 00:00:00,2013-12-31 00:00:00,S,Supp
0,None,2013-12-31 00:00:00,2,DOCTOR,Doctor BiWeekly,1140,Y,2013-12-31 00:00:00,2013-12-30 00:00:00,S,Supp
0,None,2013-12-31 00:00:00,2,DOCTM,Doctor Monthly,1139,Y,2013-12-31 00:00:00,2013-12-30 00:00:00,S,Supp
0,None,2013-12-20 00:00:00,4,SALARY,Salaried Biweekly,1136,Y,2013-12-20 00:00:00,2013-12-20 00:00:00,S,Supp
0,None,2013-12-20 00:00:00,4,HOURLY,Hourly BiWeekly,1135,Y,2013-12-20 00:00:00,2013-12-20 00:00:00,S,Supp
0,None,2013-12-20 00:00:00,3,SALARY,Salaried Biweekly,1133,Y,2013-12-20 00:00:00,2013-12-20 00:00:00,S,Supp
0,None,2013-12-20 00:00:00,3,HOURLY,Hourly BiWeekly,1132,Y,2013-12-20 00:00:00,2013-12-20 00:00:00,S,Supp
0,None,2013-12-20 00:00:00,3,DOCTM,Doctor Monthly,1134,Y,2013-12-20 00:00:00,2013-12-20 00:00:00,S,Supp
0,None,2013-12-20 00:00:00,2,SALARY,Salaried Biweekly,1130,Y,2013-12-20 00:00:00,2013-12-18 00:00:00,S,Supp
0,None,2013-12-20 00:00:00,2,HOURLY,Hourly BiWeekly,1129,Y,2013-12-20 00:00:00,2013-12-18 00:00:00,S,Supp
0,None,2013-12-20 00:00:00,2,DOCTOR,Doctor BiWeekly,1131,Y,2013-12-20 00:00:00,2013-12-18 00:00:00,S,Supp
0,None,2013-12-20 00:00:00,2,DOCTM,Doctor Monthly,1128,Y,2013-12-20 00:00:00,2013-12-18 00:00:00,S,Supp
0,None,2013-12-13 00:00:00,2,SALARY,Salaried Biweekly,1048,Y,2013-12-13 00:00:00,2013-12-10 00:00:00,S,Supp
0,None,2013-12-13 00:00:00,2,HOURLY,Hourly BiWeekly,1047,Y,2013-12-13 00:00:00,2013-12-10 00:00:00,S,Supp
0,None,2013-12-06 00:00:00,3,SALARY,Salaried Biweekly,1046,Y,2013-12-06 00:00:00,2013-12-06 00:00:00,F,FUTACR
0,None,2013-12-06 00:00:00,2,SALARY,Salaried Biweekly,1044,Y,2013-12-06 00:00:00,2013-12-05 00:00:00,S,Supp
0,None,2013-12-06 00:00:00,2,HOURLY,Hourly BiWeekly,1043,Y,2013-12-06 00:00:00,2013-12-05 00:00:00,S,Supp
0,None,2013-12-06 00:00:00,2,DOCTOR,Doctor BiWeekly,1045,Y,2013-12-06 00:00:00,2013-12-05 00:00:00,S,Supp
0,None,2013-01-18 00:00:00,2,DOCTM,Doctor Monthly,1041,Y,2013-01-18 00:00:00,2013-01-17 00:00:00,S,Supp
0,None,2012-12-28 00:00:00,2,DOCTM,Doctor Monthly,1036,Y,2012-12-28 00:00:00,2012-12-24 00:00:00,S,Supp
0,None,2012-12-07 00:00:00,2,SALARY,Salaried Biweekly,931,Y,2012-12-14 00:00:00,2012-12-05 00:00:00,S,Supp
0,None,2012-12-07 00:00:00,2,HOURLY,Hourly BiWeekly,930,Y,2012-12-14 00:00:00,2012-12-05 00:00:00,S,Supp
0,None,2011-12-31 00:00:00,2,DOCTOR,Doctor BiWeekly,924,Y,2011-12-31 00:00:00,2011-12-31 00:00:00,S,Supp
0,None,2011-12-30 00:00:00,4,SALARY,Salaried Biweekly,923,Y,2011-12-30 00:00:00,2011-12-30 00:00:00,S,Supp
0,None,2011-12-30 00:00:00,3,SALARY,Salaried Biweekly,920,Y,2011-12-30 00:00:00,2011-12-30 00:00:00,F,FUTACR
0,None,2011-12-30 00:00:00,2,SALARY,Salaried Biweekly,907,Y,2011-12-30 00:00:00,2011-12-30 00:00:00,S,Supp
0,None,2011-12-30 00:00:00,2,HOURLY,Hourly BiWeekly,906,Y,2011-12-30 00:00:00,2011-12-30 00:00:00,S,Supp
0,None,2011-12-30 00:00:00,2,DOCTOR,Doctor BiWeekly,904,Y,2011-12-30 00:00:00,2011-12-30 00:00:00,S,Supp
0,None,2011-12-30 00:00:00,2,DOCTM,Doctor Monthly,805,Y,2011-12-30 00:00:00,2011-12-26 00:00:00,S,Supp
0,None,2011-12-13 00:00:00,2,SALARY,Salaried Biweekly,825,Y,2011-12-13 00:00:00,2011-12-13 00:00:00,S,Supp
0,None,2011-12-13 00:00:00,2,HOURLY,Hourly BiWeekly,824,Y,2011-12-13 00:00:00,2011-12-13 00:00:00,S,Supp
0,None,2011-12-09 00:00:00,2,SALARY,Salaried Biweekly,822,Y,2011-12-09 00:00:00,2011-12-09 00:00:00,S,Supp
0,None,2011-12-09 00:00:00,2,HOURLY,Hourly BiWeekly,821,Y,2011-12-09 00:00:00,2011-12-09 00:00:00,S,Supp
0,None,2010-12-31 00:00:00,2,DOCTM,Doctor Monthly,812,Y,2010-12-31 00:00:00,2010-12-30 00:00:00,S,Supp
0,None,2010-12-28 00:00:00,2,DOCTOR,Doctor BiWeekly,807,Y,2010-12-28 00:00:00,2010-12-28 00:00:00,S,Supp
0,None,2010-12-28 00:00:00,2,DOCTM,Doctor Monthly,806,Y,2010-12-28 00:00:00,2010-12-28 00:00:00,S,Supp
0,None,2010-12-10 00:00:00,2,SALARY,Salaried Biweekly,713,Y,2010-12-10 00:00:00,2010-12-08 00:00:00,S,Supp
0,None,2010-12-10 00:00:00,2,HOURLY,Hourly BiWeekly,712,Y,2010-12-10 00:00:00,2010-12-08 00:00:00,S,Supp
0,None,2010-10-29 00:00:00,2,DOCTM,Doctor Monthly,710,Y,2010-10-31 00:00:00,2010-10-26 00:00:00,S,Supp
0,None,2010-06-01 00:00:00,2,SALARY,Salaried Biweekly,703,Y,2010-06-01 00:00:00,2010-06-01 00:00:00,S,Supp
0,None,2010-06-01 00:00:00,2,HOURLY,Hourly BiWeekly,702,Y,2010-06-01 00:00:00,2010-06-01 00:00:00,S,Supp
0,None,2010-06-01 00:00:00,2,DOCTM,Doctor Monthly,701,Y,2010-06-01 00:00:00,2010-06-01 00:00:00,S,Supp
0,None,2009-12-31 00:00:00,2,DOCTM,Doctor Monthly,697,Y,2009-12-31 00:00:00,2009-12-30 00:00:00,S,Supp
0,None,2009-12-28 00:00:00,2,SALARY,Salaried Biweekly,667,Y,2009-12-28 00:00:00,2009-12-28 00:00:00,S,Supp
0,None,2009-12-28 00:00:00,2,HOURLY,Hourly BiWeekly,666,Y,2009-12-28 00:00:00,2009-12-28 00:00:00,S,Supp
0,None,2009-12-28 00:00:00,2,DOCTM,Doctor Monthly,665,Y,2009-12-28 00:00:00,2009-12-28 00:00:00,S,Supp
0,None,2009-12-15 00:00:00,2,SALARY,Salaried Biweekly,573,Y,2009-12-15 00:00:00,2009-12-15 00:00:00,S,Supp
0,None,2009-12-15 00:00:00,2,HOURLY,Hourly BiWeekly,572,Y,2009-12-15 00:00:00,2009-12-15 00:00:00,S,Supp
0,None,2009-12-04 00:00:00,2,SALARY,Salaried Biweekly,571,Y,2009-12-02 00:00:00,2009-12-02 00:00:00,S,Supp
0,None,2009-12-04 00:00:00,2,HOURLY,Hourly BiWeekly,570,Y,2009-12-02 00:00:00,2009-12-02 00:00:00,S,Supp
0,None,2009-10-08 00:00:00,2,SALARY,Salaried Biweekly,566,Y,2009-10-08 00:00:00,2009-10-08 00:00:00,S,Supp
0,None,2009-10-08 00:00:00,2,HOURLY,Hourly BiWeekly,565,Y,2009-10-08 00:00:00,2009-10-08 00:00:00,S,Supp
0,None,2009-10-08 00:00:00,2,DOCTOR,Doctor BiWeekly,564,Y,2009-10-08 00:00:00,2009-10-08 00:00:00,S,Supp
0,None,2009-10-08 00:00:00,2,DOCTM,Doctor Monthly,567,Y,2009-10-08 00:00:00,2009-10-08 00:00:00,S,Supp
0,None,2009-09-21 00:00:00,2,DOCTM,Doctor Monthly,562,Y,2009-09-21 00:00:00,2009-09-21 00:00:00,S,Supp
0,None,2009-09-18 00:00:00,2,DOCTOR,Doctor BiWeekly,559,Y,2009-09-17 00:00:00,2009-09-17 00:00:00,S,Supp
0,None,2009-09-18 00:00:00,2,DOCTM,Doctor Monthly,557,Y,2009-09-17 00:00:00,2009-09-17 00:00:00,S,Supp
0,None,2009-03-20 00:00:00,2,DOCTM,Doctor Monthly,550,Y,2009-03-19 00:00:00,2009-03-19 00:00:00,S,Supp
0,None,2008-12-31 00:00:00,2,DOCTM,Doctor Monthly,544,Y,2008-12-31 00:00:00,2008-12-30 00:00:00,S,Supp
0,None,2008-12-15 00:00:00,2,SALARY,Salaried Biweekly,543,Y,2008-12-15 00:00:00,2008-12-15 00:00:00,S,Supp
0,None,2008-12-15 00:00:00,2,HOURLY,Hourly BiWeekly,542,Y,2008-12-15 00:00:00,2008-12-15 00:00:00,S,Supp
0,None,2008-12-11 00:00:00,2,SALARY,Salaried Biweekly,541,Y,2008-12-11 00:00:00,2008-12-11 00:00:00,S,Supp
0,None,2008-12-11 00:00:00,2,HOURLY,Hourly BiWeekly,540,Y,2008-12-11 00:00:00,2008-12-11 00:00:00,S,Supp
0,None,2008-12-05 00:00:00,2,SALARY,Salaried Biweekly,537,Y,2008-12-02 00:00:00,2008-12-01 00:00:00,S,Supp
0,None,2008-12-05 00:00:00,2,HOURLY,Hourly BiWeekly,536,Y,2008-12-02 00:00:00,2008-12-01 00:00:00,S,Supp
0,None,2008-12-04 00:00:00,2,SALARY,Salaried Biweekly,539,Y,2008-12-04 00:00:00,2008-12-04 00:00:00,S,Supp
0,None,2008-12-04 00:00:00,2,HOURLY,Hourly BiWeekly,538,Y,2008-12-04 00:00:00,2008-12-04 00:00:00,S,Supp
0,None,2008-10-31 00:00:00,2,DOCTM,Doctor Monthly,445,Y,2008-10-28 00:00:00,2008-10-28 00:00:00,S,Supp
0,None,2008-10-17 00:00:00,2,DOCTOR,Doctor BiWeekly,444,Y,2008-10-11 00:00:00,2008-09-28 00:00:00,S,Supp
0,None,2008-10-17 00:00:00,2,DOCTM,Doctor Monthly,443,Y,2008-10-11 00:00:00,2008-09-28 00:00:00,S,Supp
0,None,2008-09-11 00:00:00,2,HOURLY,Hourly BiWeekly,441,Y,2008-09-11 00:00:00,2008-09-11 00:00:00,S,Supp
0,None,2008-07-11 00:00:00,2,DOCTM,Doctor Monthly,440,Y,2008-07-31 00:00:00,2008-07-01 00:00:00,S,Supp
